id,Season,Team,League,GP,GAA,SV%
23165,201718,Toronto Maple Leafs,NHL,1,3.83,.857
23165,201718,Toronto Marlies,AHL,33,2.31,.918
23165,201819,Philadelphia Flyers,NHL,11,4.01,.863
23165,201819,Arizona Coyotes,NHL,6,3.60,.892
23165,201819,Tucson Roadrunners,AHL,4,3.47,.889
23801,200506,SSAC Lions Bantam AAA,AMBHL,31,2.11,.914
23801,200607,SSAC Lions Bantam AAA,AMBHL,30,3.43,.896
23801,200607,SSAC Midget AA 1,REMHL,1,0.00,1.000
23801,200607,Everett Silvertips,WHL,1,2.07,.950
23801,200809,Everett Silvertips,WHL,27,3.85,.892
23801,200809,Canada Pacific U17,WHC-17,6,4.60,.872
23801,200910,Everett Silvertips,WHL,34,2.26,.925
23801,200910,Canada U18,WJC-18,2,4.11,.857
23801,201011,Everett Silvertips,WHL,53,2.78,.916
23801,201112,Everett Silvertips,WHL,60,3.33,.909
23801,201112,Rockford IceHogs,AHL,1,2.85,.927
23801,201213,Rockford IceHogs,AHL,2,3.07,.924
23801,201213,Toledo Walleye,ECHL,41,2.36,.912
23801,201314,Chicago Blackhawks,NHL,1,6.00,.714
23801,201314,Rockford IceHogs,AHL,31,3.64,.891
23801,201415,Bridgeport Sound Tigers,AHL,4,2.61,.900
23801,201415,Colorado Eagles,ECHL,3,3.71,.904
23801,201415,Stockton Thunder,ECHL,26,3.39,.900
23801,201516,Stockton Heat,AHL,11,4.09,.861
23801,201516,Adirondack Thunder,ECHL,13,2.38,.926
23801,201617,San Antonio Rampage,AHL,9,3.33,.892
23801,201617,Colorado Eagles,ECHL,19,2.45,.912
30921,200809,Plymouth Whalers,OHL,6,4.56,.880
30921,200910,Plymouth Whalers,OHL,18,3.26,.909
30921,201011,Plymouth Whalers,OHL,55,2.99,.908
30921,201112,Plymouth Whalers,OHL,43,3.02,.911
30921,201112,Canada U20,WJC-20,3,2.42,.916
30921,201213,Albany Devils,AHL,5,3.47,.886
30921,201213,Trenton Titans,ECHL,48,3.22,.900
30921,201314,Albany Devils,AHL,36,2.39,.899
30921,201415,Albany Devils,AHL,36,2.74,.903
30921,201516,New Jersey Devils,NHL,4,1.25,.957
30921,201516,Albany Devils,AHL,22,1.55,.933
30921,201516,Adirondack Thunder,ECHL,1,2.00,.951
30921,201617,Albany Devils,AHL,10,2.18,.912
30921,201718,Binghamton Devils,AHL,1,1.00,.973
30921,201718,Arizona Coyotes,NHL,20,3.45,.893
30921,201718,Ontario Reign,AHL,6,3.21,.901
30921,201718,Rochester Americans,AHL,48,2.68,.908
26439,200809,Calgary Buffaloes Midget AAA,AMHL,26,2.61,.925
26439,200809,Canmore Eagles,AJHL,3,3.02,.894
26439,200910,Canmore Eagles,AJHL,52,3.27,.897
26439,201011,Univ. of Denver,NCAA,33,2.28,.921
26439,201112,Univ. of Denver,NCAA,12,2.36,.932
26439,201213,Univ. of Denver,NCAA,13,2.95,.907
26439,201314,Univ. of Denver,NCAA,39,2.22,.929
26439,201415,San Antonio Rampage,AHL,7,1.76,.943
26439,201415,Cincinnati Cyclones,ECHL,27,2.71,.895
26439,201516,Portland Pirates,AHL,25,2.79,.906
26439,201516,Springfield Thunderbirds,AHL,10,2.42,.905
26439,201516,Manchester Monarchs,ECHL,36,3.28,.896
26439,201718,San Antonio Rampage,AHL,1,4.11,.862
26439,201718,Colorado Eagles,ECHL,27,3.19,.897
32882,200708,Montréal Prédateurs,QMAAA,27,5.04,.869
32882,200809,Halifax Mooseheads,QMJHL,24,4.44,.873
32882,200910,Halifax Mooseheads,QMJHL,50,3.83,.883
32882,201011,Halifax Mooseheads,QMJHL,25,3.76,.867
32882,201011,Saint John Sea Dogs,QMJHL,15,2.17,.908
32882,201112,Saint John Sea Dogs,QMJHL,48,2.38,.911
32882,201112,Missouri Mavericks,CHL,21,2.69,.915
32882,201314,Utica Comets,AHL,3,3.09,.900
32882,201314,Wheeling Nailers,ECHL,6,2.53,.911
32882,201314,St. Charles Chill,CHL,6,5.35,.831
32882,201314,Gwinnett Gladiators,ECHL,6,3.46,.881
32882,201415,Laval Prédateurs,LNAH,22,4.32,.888
32882,201415,HC Banska Bystrica,Slovakia,2,4.62,.853
32882,201516,HC Banska Bystrica,Slovakia,14,2.23,.903
32882,201617,MHC Martin,Slovakia,21,2.66,.918
32882,201718,HK Poprad,Slovakia,35,2.49,.923
32882,201819,Medvescak Zagreb,EBEL,8,3.11,.896
32882,201819,EHC Lustenau,AlpsHL,19,3.01,.928
25481,200607,Ilves-T U16,Jr. C I-divisioona,2,7.00,.885
25481,200607,Ilves-T U16,Jr. C SM-sarja Q,2,5.25,.875
25481,200708,Ilves U16,Jr. C SM-sarja Q,1,3.88,.911
25481,200708,Ilves U16,Jr. C SM-sarja,9,2.93,.920
25481,200708,Finland U16 (all),International-Jr,1,8.00,.830
25481,200708,Ilves U18,Jr. B SM-sarja Q,4,1.71,.954
25481,200708,Ilves U18,Jr. B SM-sarja,1,2.00,.955
25481,200708,Ilves U20,Jr. A SM-liiga,13,2.71,.907
25481,200708,Finland U17,WHC-17,3,6.27,.792
25481,200708,Finland U17 (all),International-Jr,8,1.99,.930
25481,200910,Ilves U18,Jr. B SM-sarja Q,4,1.75,.941
25481,200910,Ilves U18,Jr. B SM-sarja,5,2.38,.937
25481,200910,Ilves U20,Jr. A SM-liiga,23,3.20,.900
25481,200910,Ilves,Liiga,1,0.00,1.000
25481,200910,LeKi,Mestis,2,3.38,.904
25481,200910,Suomi U20,Mestis,2,4.00,.882
25481,200910,Finland U18 (all),International-Jr,11,3.53,.906
25481,201011,Ilves U20,Jr. A SM-liiga,6,2.34,.923
25481,201011,Ilves,Liiga,16,2.73,.909
25481,201011,LeKi,Mestis,6,3.73,.900
25481,201011,Suomi U20,Mestis,4,4.28,.867
25481,201011,Finland U19 (all),International-Jr,3,1.95,.940
25481,201011,Finland U20,WJC-20,1,0.00,1.000
25481,201011,Finland U20 (all),International-Jr,4,3.03,.920
25481,201112,Ilves U20,Jr. A SM-liiga,6,3.11,.905
25481,201112,Ilves,Liiga,11,2.82,.910
25481,201112,LeKi,Mestis,7,4.33,.871
25481,201112,Finland U20,WJC-20,5,2.52,.937
25481,201112,Finland U20 (all),International-Jr,10,2.32,.941
25481,201213,Colorado Avalanche,NHL,1,2.43,.920
25481,201213,Lake Erie Monsters,AHL,27,3.00,.899
25481,201314,Colorado Avalanche,NHL,1,4.50,.833
25481,201314,Lake Erie Monsters,AHL,36,2.65,.909
25481,201415,Lake Erie Monsters,AHL,16,3.19,.900
25481,201415,Fort Wayne Komets,ECHL,4,4.90,.823
25481,201516,Kärpät,Liiga,33,1.97,.920
25481,201617,Kärpät,Liiga,16,2.41,.913
25481,201718,HC Sparta Praha,Czech,28,2.35,.918
25481,201819,Sport,Liiga,30,3.10,.895
17632,,Germany U17,WHC-17,5,3.49,.909
17632,,Germany U18,WJC-18,4,4.16,.877
17632,200809,Belleville Bulls,OHL,17,3.93,.888
17632,200809,Germany U20,WJC-20,3,6.61,.838
17632,200910,Belleville Bulls,OHL,31,3.14,.913
17632,200910,Windsor Spitfires,OHL,19,2.37,.906
17632,200910,Germany U20,WJC-20 D1,5,0.64,.974
17632,201011,Kingston Frontenacs,OHL,38,3.62,.903
17632,201011,Germany U20,WJC-20,4,4.44,.888
17632,201112,South Carolina Stingrays,ECHL,43,2.22,.918
17632,201213,Washington Capitals,NHL,2,3.57,.915
17632,201213,Hershey Bears,AHL,28,2.25,.919
17632,201213,Reading Royals,ECHL,26,2.30,.912
17632,201314,Washington Capitals,NHL,17,2.38,.925
17632,201314,Hershey Bears,AHL,28,2.60,.916
17632,201314,Germany,WC,2,2.03,.922
17632,201314,Germany (all),International,3,1.35,.948
17632,201415,Washington Capitals,NHL,1,1.85,.920
17632,201415,Hershey Bears,AHL,49,2.30,.921
17632,201516,Washington Capitals,NHL,22,2.32,.918
17632,201617,Washington Capitals,NHL,24,2.04,.926
17632,201617,Germany,OGQ,3,0.67,.970
17632,201617,Germany,WC,2,2.42,.938
17632,201617,Germany (all),International,7,1.53,.943
17632,201718,Washington Capitals,NHL,35,2.35,.923
17632,201819,Colorado Avalanche,NHL,37,2.64,.917
17632,201819,Germany,WC,3,2.86,.920
17632,201819,Germany (all),International,3,2.86,.920
24660,200506,St. Albert Sabres Bantam AAA,AMBHL,22,4.54,.894
24660,200607,St. Albert Sabres Bantam AAA,AMBHL,30,3.42,.917
24660,200708,St. Albert Raiders Midget AAA,AMHL,24,3.19,.910
24660,200708,Medicine Hat Tigers,WHL,1,3.00,.885
24660,200809,Medicine Hat Tigers,WHL,22,3.46,.886
24660,200910,Medicine Hat Tigers,WHL,57,2.91,.898
24660,201011,Medicine Hat Tigers,WHL,56,2.47,.919
24660,201112,Medicine Hat Tigers,WHL,61,2.57,.921
24660,201213,Oklahoma City Barons,AHL,1,10.56,.667
24660,201213,Stockton Thunder,ECHL,37,3.35,.886
24660,201314,Oklahoma City Barons,AHL,5,3.63,.901
24660,201314,Bakersfield Condors,ECHL,13,2.55,.903
24660,201415,Edmonton Oilers,NHL,1,9.00,.750
24660,201415,Oklahoma City Barons,AHL,2,5.00,.839
24660,201415,Wichita Thunder,ECHL,17,2.97,.890
24660,201718,Stony Plain Eagles,ACHW,7,2.92,.915
24660,201819,Stony Plain Eagles,ACHW,1,4.00,.911
13553,200809,Almtuna IS J18,J18 Elit,25,2.43,.922
13553,200809,Almtuna IS J20,J20 Elit,1,0.00,1.000
13553,200910,Almtuna IS J20,J20 Elit,5,2.01,.922
13553,200910,Almtuna IS,Allsvenskan,37,1.85,.924
13553,200910,Nyköpings HK,Division 1,1,3.00,.903
13553,200910,Sweden U19 (all),International-Jr,3,1.67,.915
13553,201011,Almtuna IS,Allsvenskan,16,2.94,.895
13553,201011,Timrå IK,SHL,14,2.71,.894
13553,201011,Sweden U20,WJC-20,3,2.69,.895
13553,201011,Sweden U20 (all),International-Jr,11,2.14,.911
13553,201112,Färjestad BK J20,SuperElit,2,3.58,.900
13553,201112,Färjestad BK,SHL,16,2.23,.908
13553,201213,Färjestad BK,SHL,16,2.50,.910
13553,201314,Färjestad BK,SHL,37,2.06,.926
13553,201415,Färjestad BK,SHL,30,2.52,.905
13553,201415,Sweden (all),International,3,1.35,.946
13553,201516,HV71,SHL,43,2.48,.914
13553,201516,Sweden (all),International,1,4.16,.852
13553,201617,HV71,SHL,30,2.17,.910
13553,201718,HV71,SHL,29,2.61,.896
13553,201819,Düsseldorfer EG,DEL,20,2.71,.905
31515,200708,Lac St-Louis Lions,QMAAA,35,3.12,.894
31515,200809,Moncton Wildcats,QMJHL,12,2.51,.924
31515,200809,Canada Québec U17,WHC-17,5,3.85,.890
31515,200910,Moncton Wildcats,QMJHL,22,2.81,.902
31515,200910,Québec Remparts,QMJHL,19,2.54,.910
31515,201011,Québec Remparts,QMJHL,57,2.65,.898
31515,201112,Québec Remparts,QMJHL,39,2.61,.914
31515,201213,Portland Pirates,AHL,2,2.40,.931
31515,201213,Gwinnett Gladiators,ECHL,34,2.69,.904
31515,201314,Portland Pirates,AHL,36,3.63,.890
31515,201314,Gwinnett Gladiators,ECHL,7,2.01,.939
31515,201415,Arizona Coyotes,NHL,7,2.73,.911
31515,201415,Portland Pirates,AHL,20,2.68,.908
31515,201415,Gwinnett Gladiators,ECHL,2,1.01,.958
31515,201516,Arizona Coyotes,NHL,39,2.75,.912
31515,201516,Springfield Falcons,AHL,13,2.55,.919
31515,201617,Arizona Coyotes,NHL,31,3.08,.908
31515,201718,Arizona Coyotes,NHL,7,4.33,.856
31515,201718,Tampa Bay Lightning,NHL,12,2.89,.914
31515,201718,Syracuse Crunch,AHL,18,2.17,.919
31515,201819,Tampa Bay Lightning,NHL,26,2.88,.908
34797,200607,HC Frydek-Mistek U18,Czech U18 2,4,1.50,.912
34797,200607,HC Vitkovice U18,Czech U18,23,2.40,.924
34797,200708,HC Vitkovice U18,Czech U18,34,2.46,.932
34797,200708,Czech Republic U16 (all),International-Jr,4,2.27,.839
34797,200809,HC Vitkovice U18,Czech U18,28,1.99,.946
34797,200809,HC Vitkovice U20,Czech U20,13,2.49,.924
34797,200809,Czech Republic U17 (all),International-Jr,5,0.86,.973
34797,200809,Czech Republic U18 (all),International-Jr,3,4.50,.899
34797,200910,Ottawa 67's,OHL,30,3.00,.905
34797,200910,Czech Republic U18 (all),International-Jr,4,2.00,.938
34797,201011,Ottawa 67's,OHL,52,2.84,.920
34797,201112,Ottawa 67's,OHL,50,2.84,.917
34797,201112,Czech Republic U20,WJC-20,6,2.49,.928
34797,201112,Czech Republic U20 (all),International-Jr,7,2.84,.912
34797,201112,Czech Republic,WC,1,0.00,1.000
34797,201112,Czech Republic (all),International,1,0.00,1.000
34797,201213,Detroit Red Wings,NHL,2,2.01,.922
34797,201213,Grand Rapids Griffins,AHL,42,2.33,.916
34797,201213,Toledo Walleye,ECHL,3,2.02,.944
34797,201314,Detroit Red Wings,NHL,9,1.74,.927
34797,201314,Grand Rapids Griffins,AHL,32,2.10,.924
34797,201415,Detroit Red Wings,NHL,29,2.38,.918
34797,201415,Grand Rapids Griffins,AHL,13,2.06,.927
34797,201516,Detroit Red Wings,NHL,54,2.33,.921
34797,201617,Detroit Red Wings,NHL,50,3.04,.901
34797,201617,Czech Republic,WCup,2,2.98,.925
34797,201617,Czech Republic,WC,4,2.47,.881
34797,201617,Czech Republic (all),International,10,2.78,.894
34797,201718,Detroit Red Wings,NHL,22,2.89,.910
34797,201718,Philadelphia Flyers,NHL,17,3.22,.891
34797,201819,Carolina Hurricanes,NHL,40,2.39,.914
10306,,IFK Arboga,Allsvenskan,4,6.57,.850
10306,,Sweden U16 (all),International-Jr,5,2.22,.915
10306,200809,Färjestad BK J18,J18 Elit,13,1.94,.910
10306,200809,Färjestad BK J18,J18 Allsvenskan,14,1.63,.936
10306,200809,Sweden U18,WJC-18,2,1.00,.964
10306,200809,Sweden U18 (all),International-Jr,6,1.96,.915
10306,200910,Färjestad BK J18,J18 Elit,5,3.00,.905
10306,200910,Färjestad BK J18,J18 Allsvenskan,5,3.80,.888
10306,200910,Färjestad BK,SHL,3,3.96,.868
10306,200910,Skåre BK,Division 1,26,2.86,.894
10306,200910,Sweden U18,WJC-18,4,2.02,.918
10306,200910,Sweden U18 (all),International-Jr,10,2.21,.910
10306,201011,VIK Västerås HK J20,SuperElit,7,2.83,.913
10306,201011,VIK Västerås HK,Allsvenskan,26,2.30,.911
10306,201011,Sweden U19 (all),International-Jr,2,2.50,.878
10306,201011,Sweden U20 (all),International-Jr,2,0.99,.950
10306,201011,Sweden (all),International,1,3.00,.800
10306,201112,Luleå HF,SHL,28,1.67,.932
10306,201112,Sweden U20,WJC-20,5,2.20,.888
10306,201112,Sweden U20 (all),International-Jr,12,2.43,.891
10306,201112,Sweden (all),International,2,2.40,.918
10306,201213,Luleå HF,SHL,33,1.70,.933
10306,201213,Sweden (all),International,2,0.91,.963
10306,201213,Iowa Wild,AHL,40,2.98,.903
10306,201415,Iowa Wild,AHL,35,3.48,.893
10306,201415,Alaska Aces,ECHL,5,2.96,.899
10306,201516,Frölunda HC,SHL,22,2.65,.884
10306,201617,Frölunda HC,SHL,38,2.11,.917
10306,201617,Sweden (all),International,1,3.10,.850
10306,201718,Frölunda HC,SHL,32,2.73,.892
10306,201819,Frölunda HC,SHL,27,2.71,.898
75336,200708,Thief River Falls High,USHS-MN,7,4.71,.863
75336,200809,Thief River Falls High,USHS-MN,24,1.49,.937
75336,200910,Great Plains,UMHSEHL,15,3.76,.894
75336,200910,Thief River Falls High,USHS-MN,25,1.83,.922
75336,201011,Fargo Force,USHL,23,2.23,.908
75336,201112,Fargo Force,USHL,46,2.22,.921
75336,201213,Univ. of North Dakota,NCAA,17,2.46,.920
75336,201314,Univ. of North Dakota,NCAA,33,1.99,.926
75336,201415,Univ. of North Dakota,NCAA,42,2.05,.929
75336,201516,Providence Bruins,AHL,31,2.68,.898
75336,201617,Boston Bruins,NHL,8,3.97,.858
75336,201617,Providence Bruins,AHL,31,2.03,.930
75336,201617,Atlanta Gladiators,ECHL,2,1.99,.931
75336,201617,Providence Bruins,AHL,47,2.52,.914
75336,201617,Providence Bruins,AHL,46,2.59,.898
18498,200607,Crabtree Draveurs,QMAAA,26,3.09,.896
18498,200708,Gatineau Olympiques,QMJHL,29,2.89,.895
18498,200708,Canada Québec U17,WHC-17,4,3.53,.906
18498,200809,Gatineau Olympiques,QMJHL,49,3.22,.884
18498,200910,Gatineau Olympiques,QMJHL,59,2.81,.897
18498,201011,Gatineau Olympiques,QMJHL,48,2.55,.896
18498,201112,Albany Devils,AHL,2,2.01,.925
18498,201112,Kalamazoo Wings,ECHL,31,3.42,.891
18498,201213,Albany Devils,AHL,1,0.92,.967
18498,201213,Elmira Jackals,ECHL,41,3.24,.899
18498,201314,Albany Devils,AHL,2,2.00,.923
18498,201314,Elmira Jackals,ECHL,17,3.35,.892
18498,201314,Orlando Solar Bears,ECHL,10,3.35,.891
18498,201415,Albany Devils,AHL,6,2.32,.906
18498,201415,Orlando Solar Bears,ECHL,21,3.11,.897
18498,201517,Did not play,,,,
18498,201718,Trois-Rivières Draveurs,LNAH,7,4.08,.857
18498,201819,Pétroliers du Nord,LNAH,24,3.92,.889
43557,200607,Sport U16,Jr. C SM-sarja Q,1,4.09,.913
43557,200607,Sport U16,Jr. C SM-sarja,5,4.80,.900
43557,200607,Sport U18,Jr. B I-divisioona,2,4.02,.876
43557,200809,Blues U18,Jr. B SM-sarja Q,2,7.06,.800
43557,200809,Blues U18,Jr. B SM-sarja,17,3.01,.916
43557,200809,Finland U17 (all),International-Jr,2,2.00,.940
43557,200910,Blues U18,Jr. B SM-sarja Q,7,2.20,.921
43557,200910,Blues U18,Jr. B SM-sarja,14,2.49,.917
43557,200910,Blues U20,Jr. A SM-liiga,14,2.67,.904
43557,200910,Finland U18,WJC-18,6,2.79,.893
43557,200910,Finland U18 (all),International-Jr,6,2.78,.919
43557,201011,Blues U20,Jr. A SM-liiga,18,2.76,.901
43557,201011,Suomi U20,Mestis,2,3.75,.902
43557,201011,Kiekko-Laser,Mestis,6,3.84,.861
43557,201011,Finland U19 (all),International-Jr,2,4.70,.880
43557,201011,Finland U20 (all),International-Jr,5,0.96,.960
43557,201112,Blues U20,Jr. A SM-liiga,7,1.67,.939
43557,201112,Blues,Liiga,4,3.38,.888
43557,201112,Sport U20,Jr. A SM-liiga,6,4.03,.873
43557,201112,Sport,Mestis,12,1.80,.934
43557,201213,Sport,Mestis,24,2.69,.897
43557,201314,Timrå IK,Allsvenskan,21,2.06,.918
43557,201415,Timrå IK,Allsvenskan,2,1.80,.938
43557,201516,Tranås AIF,Division 1,2,3.04,.897
43557,201516,Södertälje SK J20,SuperElit,1,2.59,.905
43557,201516,Södertälje SK,Division 1,3,3.34,.907
43557,201617,MODO Hockey J20,SuperElit,1,0.00,1.000
43557,201617,MODO Hockey,Allsvenskan,2,3.70,.838
43557,201617,Jokipojat,Mestis,5,2.46,.889
43557,201718,Jokipojat,Mestis,9,1.67,.935
43557,201718,Sport,Liiga,16,3.27,.887
43557,201819,KalPa,Liiga,9,2.44,.881
43557,201819,IPK,Mestis,1,4.00,.826
75337,200809,Kimball Union Academy,USHS-Prep,16,2.93,.894
75337,200910,Kimball Union Academy,USHS-Prep,27,1.61,.925
75337,201011,Univ. of Maine,NCAA,9,3.18,.862
75337,201112,Univ. of Maine,NCAA,9,3.42,.871
75337,201213,Univ. of Maine,NCAA,30,2.42,.917
75337,201314,Univ. of Maine,NCAA,34,2.29,.925
75337,201415,Lehigh Valley Phantoms,AHL,8,2.90,.890
75337,201415,Reading Royals,ECHL,29,2.91,.907
75337,201516,Lehigh Valley Phantoms,AHL,9,2.36,.933
75337,201516,Reading Royals,ECHL,31,2.10,.922
75337,201617,Lehigh Valley Phantoms,AHL,4,1.06,.968
75337,201617,Reading Royals,ECHL,32,2.82,.907
75337,201718,Florida Everblades,ECHL,42,2.02,.921
75337,201819,Syracuse Crunch,AHL,6,1.61,.939
75337,201819,Orlando Solar Bears,ECHL,27,2.98,.908
39660,200607,The Loomis Chaffee School,USHS-Prep,-,10.80,.800
39660,200708,The Loomis Chaffee School,USHS-Prep,-,5.64,.874
39660,200809,Kingston Voyageurs,OJHL,18,2.90,.899
39660,200910,Clarkson Univ.,NCAA,1,9.00,.812
39660,201011,Clarkson Univ.,NCAA,3,1.94,.940
39660,201112,Clarkson Univ.,NCAA,1,8.73,.789
39660,201213,Clarkson Univ.,NCAA,7,2.89,.883
39660,201314,Knoxville Ice Bears,SPHL,15,3.54,.886
15205,,Denmark U18,WJC-18 D1,5,2.57,.908
15205,,Denmark U18,WJC-18 D1,4,1.25,.937
15205,,Denmark U20,WJC-20,4,5.61,.854
15205,,Herning Blue Fox,Denmark,22,2.45,.922
15205,,Denmark U20,WJC-20 D1,5,2.01,.899
15205,200910,Frederikshavn White Hawks,Denmark,30,2.19,.932
15205,200910,Denmark,WC,2,3.50,.899
15205,201011,Frederikshavn White Hawks,Denmark,36,2.49,.920
15205,201011,Denmark,WC,4,3.41,.910
15205,201011,Denmark (all),International,6,3.07,.914
15205,201112,Frölunda HC,SHL,39,1.62,.943
15205,201112,Denmark,WC,6,3.34,.888
15205,201112,Denmark (all),International,11,2.81,.904
15205,201112,Norfolk Admirals,AHL,47,2.19,.929
15205,201112,Denmark,OGQ,2,1.01,.960
15205,201112,Denmark (all),International,2,1.01,.960
15205,201314,Anaheim Ducks,NHL,28,2.29,.923
15205,201314,Norfolk Admirals,AHL,4,1.96,.939
15205,201415,Anaheim Ducks,NHL,54,2.38,.914
15205,201516,Anaheim Ducks,NHL,43,2.30,.919
15205,201617,Toronto Maple Leafs,NHL,66,2.67,.918
15205,201617,Denmark,OGQ,2,3.18,.854
15205,201617,Denmark (all),International,3,2.08,.914
15205,201718,Toronto Maple Leafs,NHL,66,2.81,.918
15205,201718,Denmark,WC,6,1.65,.943
15205,201718,Denmark (all),International,6,1.65,.943
15205,201819,Toronto Maple Leafs,NHL,60,2.77,.917
39777,200607,Chicago Chill,T1EHL U16,8,3.76,.810
39777,200708,Chicago Fury U18,T1EHL U18,15,2.75,.895
39777,200809,Wenatchee Wild,NAHL,26,3.04,.904
39777,200910,Wenatchee Wild,NAHL,16,2.42,.911
39777,200910,Portland Winterhawks,WHL,26,3.41,.893
39777,201011,Portland Winterhawks,WHL,48,3.08,.913
39777,201112,Portland Winterhawks,WHL,63,2.96,.904
39777,201213,Portland Winterhawks,WHL,39,2.06,.929
39777,201314,Rockford IceHogs,AHL,7,3.36,.880
39777,201314,Toledo Walleye,ECHL,25,3.36,.898
39777,201314,Florida Everblades,ECHL,7,3.45,.874
39777,201415,Rockford IceHogs,AHL,3,1.69,.925
39777,201415,Indy Fuel,ECHL,39,2.55,.914
39777,201516,Rockford IceHogs,AHL,17,2.30,.926
39777,201516,Indy Fuel,ECHL,25,2.43,.918
39777,201617,Rockford IceHogs,AHL,24,3.64,.879
39777,201718,Fehérvár AV19,EBEL,40,2.56,.930
39777,201819,Fehérvár AV19,EBEL,49,3.30,.900
13297,200708,Arlanda J18,J18 Elit,11,-,.898
13297,200708,Arlanda J20,J20 Div.1,1,8.00,.826
13297,200809,Arlanda J18,J18 Elit,33,3.12,.900
13297,200809,Wings HC Arlanda,Division 1,2,3.53,.844
13297,200910,Almtuna IS J20,J20 Elit,22,1.97,.929
13297,200910,Vallentuna BK,Division 1,1,7.50,.833
13297,201011,Almtuna IS,Allsvenskan,31,2.04,.936
13297,201011,IFK Kumla,Division 1,3,2.01,.938
13297,201112,Frölunda HC J20,SuperElit,2,4.00,.837
13297,201112,Frölunda HC,SHL,17,2.48,.908
13297,201112,Örebro HK,Allsvenskan,1,1.97,.923
13297,201213,Milwaukee Admirals,AHL,39,2.14,.924
13297,201213,Cincinnati Cyclones,ECHL,2,2.52,.923
13297,201314,Nashville Predators,NHL,1,4.92,.750
13297,201314,Milwaukee Admirals,AHL,21,2.82,.911
13297,201314,Cincinnati Cyclones,ECHL,7,2.89,.901
13297,201415,Milwaukee Admirals,AHL,38,2.33,.913
13297,201516,New York Rangers,NHL,1,6.00,.667
13297,201516,Hartford Wolf Pack,AHL,53,2.40,.918
13297,201617,New York Rangers,NHL,2,1.53,.929
13297,201617,Hartford Wolf Pack,AHL,36,2.95,.903
13297,201718,Kunlun Red Star,KHL,51,2.39,.926
13297,201718,Sweden,WC,3,1.63,.938
13297,201718,Sweden (all),International,14,1.45,.938
13297,201819,SKA St. Petersburg,KHL,34,1.32,.940
13297,201819,Sweden (all),International,2,3.60,.870
45399,200910,USNTDP Juniors,USHL,18,3.69,.905
45399,200910,U.S. National U17 Team,USDP,22,3.76,.895
45399,200910,U.S. National U18 Team,USDP,2,2.00,.932
45399,200910,USA U17,WHC-17,3,1.33,.957
45399,201011,USNTDP Juniors,USHL,17,2.38,.926
45399,201011,U.S. National U18 Team,USDP,40,2.55,.921
45399,201011,USA U18,WJC-18,6,2.34,.926
45399,201112,Kitchener Rangers,OHL,32,2.75,.928
45399,201112,USA U20,WJC-20,1,4.00,.852
45399,201213,Kitchener Rangers,OHL,27,2.41,.928
45399,201213,Norfolk Admirals,AHL,1,4.50,.857
45399,201213,USA U20,WJC-20,7,1.36,.955
45399,201213,USA,WC,5,1.56,.951
45399,201314,Anaheim Ducks,NHL,3,1.33,.954
45399,201314,Norfolk Admirals,AHL,45,2.34,.919
45399,201415,Anaheim Ducks,NHL,23,2.60,.914
45399,201415,Norfolk Admirals,AHL,11,2.07,.935
45399,201516,Anaheim Ducks,NHL,40,2.07,.920
45399,201516,San Diego Gulls,AHL,13,2.63,.917
45399,201617,Anaheim Ducks,NHL,52,2.22,.924
45399,201617,Team North America,WCup,2,2.09,.932
45399,201718,Anaheim Ducks,NHL,60,2.43,.926
45399,201819,Anaheim Ducks,NHL,58,2.84,.917
40999,200708,Blues U16,Jr. C SM-sarja Q,4,4.45,.888
40999,200708,Blues U16,Jr. C SM-sarja,7,4.10,.882
40999,200809,Notre Dame Hounds Midget AAA,SMHL,18,2.63,.894
40999,200910,Chicoutimi Saguenéens,QMJHL,29,3.50,.884
40999,201011,Chicoutimi Saguenéens,QMJHL,37,2.42,.920
40999,201011,Finland U20 (all),International-Jr,2,6.51,.767
40999,201112,Chicoutimi Saguenéens,QMJHL,48,2.97,.893
40999,201112,Finland U20,WJC-20,2,4.50,.865
40999,201112,Finland U20 (all),International-Jr,5,2.99,.920
40999,201213,Chicoutimi Saguenéens,QMJHL,41,3.08,.902
40999,201314,Toronto Marlies,AHL,12,2.44,.916
40999,201314,Orlando Solar Bears,ECHL,20,3.16,.892
40999,201314,Toronto Marlies,AHL,45,2.42,.921
40999,201516,New York Islanders,NHL,4,3.40,.882
40999,201516,Bridgeport Sound Tigers,AHL,42,2.70,.909
40999,201617,Bridgeport Sound Tigers,AHL,7,2.52,.912
40999,201718,New York Islanders,NHL,8,3.65,.908
40999,201718,Bridgeport Sound Tigers,AHL,37,2.42,.906
40999,201819,New York Islanders,NHL,2,1.50,.941
40999,201819,Bridgeport Sound Tigers,AHL,40,2.84,.902
43533,200708,JYP U16,Jr. C SM-sarja Q,3,4.01,.889
43533,200708,JYP U16,Jr. C SM-sarja,2,4.56,.875
43533,200809,JYP U16,Jr. C SM-sarja Q,3,3.33,.911
43533,200809,JYP U16,Jr. C SM-sarja,14,2.72,.925
43533,200809,JYP U18,Jr. B I-divisioona,1,0.00,1.000
43533,200910,JYP U18,Jr. B SM-sarja Q,5,3.34,.890
43533,200910,JYP U18,Jr. B I-divisioona,8,3.27,.880
43533,201011,JYP U20,Jr. A SM-liiga,29,2.71,.922
43533,201011,Suomi U20,Mestis,1,3.04,.900
43533,201011,Finland U18,WJC-18,4,3.52,.875
